id,type,proportion
592422,Sinker,40.4%
592422,4-Seam Fastball,31%
592422,Slider,28.7%
543022,Sinker,43.8%
543022,Cutter,30%
543022,Curveball,13.5%
543022,4-Seam Fastball,7.5%
543022,Changeup,5.1%
434669,NA,NA
608601,4-Seam Fastball,43.2%
608601,Curveball,27.3%
608601,Changeup,22.8%
608601,Sinker,6.6%
449072,NA,NA
430683,NA,NA
572309,Sinker,44.1%
572309,Slider,16.9%
572309,Changeup,16.9%
572309,4-Seam Fastball,16.9%
572309,Curveball,5.1%
521655,4-Seam Fastball,54.1%
521655,Sinker,16.3%
521655,Slider,15.2%
521655,Curveball,8.7%
521655,Split Finger,5.7%
643327,Curveball,38.2%
643327,Cutter,38%
643327,Changeup,10.1%
643327,Sinker,8.1%
643327,4-Seam Fastball,5.6%
150009,NA,NA
425626,Sinker,48.8%
425626,Slider,27.4%
425626,Changeup,21.6%
425626,Curveball,2.1%
476206,NA,NA
547973,4-Seam Fastball,72.4%
547973,Slider,21.6%
547973,Sinker,4.5%
547973,Split Finger,1.5%
599899,NA,NA
457435,4-Seam Fastball,31.1%
457435,Sinker,27.4%
457435,Slider,22.6%
457435,Changeup,18.9%
605182,4-Seam Fastball,39.9%
605182,Slider,32.7%
605182,Curveball,12.5%
605182,Changeup,8.3%
605182,Cutter,6.6%
572044,Slider,60.7%
572044,4-Seam Fastball,34.8%
572044,Changeup,4.4%
643325,Sinker,65.3%
643325,Slider,25%
643325,Changeup,9.7%
622772,Sinker,59%
622772,Slider,15.1%
622772,Changeup,10.8%
622772,4-Seam Fastball,9.2%
622772,Curveball,3.1%
622772,Cutter,2.8%
592716,Sinker,54.2%
592716,Slider,33.2%
592716,Changeup,12.5%
592716,Curveball,0.1%
545332,Slider,47.1%
545332,4-Seam Fastball,47.1%
545332,Split Finger,5.7%
643617,4-Seam Fastball,33.2%
643617,Sinker,26.6%
643617,Slider,23.5%
643617,Curveball,12.8%
643617,Changeup,3.9%
571927,Sinker,53.7%
571927,Changeup,26.5%
571927,Curveball,15%
571927,Slider,4.7%
657612,Sinker,46%
657612,4-Seam Fastball,44%
657612,Slider,10.1%
453343,Cutter,55.1%
453343,Curveball,39%
453343,Split Finger,3.1%
453343,4-Seam Fastball,2.8%
136600,Sinker,44.5%
136600,Slider,31.1%
136600,Changeup,13.4%
136600,Curveball,9.2%
136600,4-Seam Fastball,0.8%
136600,Eephus,0.8%
407901,NA,NA
518852,NA,NA
543037,4-Seam Fastball,52.8%
543037,Slider,24.4%
543037,Curveball,17.2%
543037,Changeup,5.6%
455374,4-Seam Fastball,68.9%
455374,Slider,25.3%
455374,Changeup,5.8%
543532,Slider,54.7%
543532,4-Seam Fastball,33.4%
543532,Changeup,6%
543532,Curveball,5.9%
502004,Cutter,52.4%
502004,Slider,22.9%
502004,Sinker,20.9%
502004,4-Seam Fastball,2%
502004,Changeup,1.6%
502004,Curveball,0.2%
449820,NA,NA
643410,Changeup,27.4%
643410,Sinker,27%
643410,4-Seam Fastball,24.8%
643410,Cutter,10.9%
643410,Curveball,9.9%
519344,4-Seam Fastball,29.6%
519344,Sinker,28.6%
519344,Slider,19.9%
519344,Curveball,18.9%
519344,Changeup,3%
663776,4-Seam Fastball,44.6%
663776,Slider,25.1%
663776,Changeup,22.9%
663776,Curveball,7.4%
664062,4-Seam Fastball,47.5%
664062,Split Finger,29.8%
664062,Slider,16.7%
664062,Curveball,6%
452027,Sinker,39.8%
452027,4-Seam Fastball,24.9%
452027,Slider,19.4%
452027,Curveball,8.2%
452027,Changeup,7.7%
592612,Cutter,48.4%
592612,4-Seam Fastball,22.7%
592612,Slider,15.1%
592612,Sinker,13.8%
346848,NA,NA
543746,Sinker,61%
543746,Slider,23.4%
543746,Curveball,11.7%
543746,4-Seam Fastball,3.9%
458676,4-Seam Fastball,35.1%
458676,Cutter,19.3%
458676,Slider,16.9%
458676,Split Finger,10.1%
458676,Curveball,9.5%
458676,Changeup,9.2%
136263,NA,NA
664854,4-Seam Fastball,43.3%
664854,Cutter,35.6%
664854,Curveball,17%
664854,Changeup,4.1%
121096,NA,NA
656945,4-Seam Fastball,59.4%
656945,Slider,38.8%
656945,Sinker,1.7%
448592,NA,NA
668676,4-Seam Fastball,37.6%
668676,Slider,27.8%
668676,Changeup,25.3%
668676,Curveball,9.3%
596027,Slider,40%
596027,Curveball,22.5%
596027,4-Seam Fastball,20%
596027,Sinker,17.5%
657031,Slider,47.9%
657031,4-Seam Fastball,42.5%
657031,Sinker,9.6%
543726,4-Seam Fastball,44.2%
543726,Cutter,31.3%
543726,Curveball,23.9%
543726,Sinker,0.6%
518876,4-Seam Fastball,24.7%
518876,Curveball,22.2%
518876,Cutter,20.1%
518876,Sinker,17.5%
518876,Changeup,15.4%
543155,NA,NA
434672,4-Seam Fastball,48.6%
434672,Changeup,25.9%
434672,Curveball,25.3%
434672,Sinker,0.2%
656222,Changeup,43.7%
656222,4-Seam Fastball,42.4%
656222,Cutter,13.9%
458713,NA,NA
488751,NA,NA
541640,Sinker,41%
541640,Cutter,37.9%
541640,Changeup,11.8%
541640,Curveball,5.6%
541640,4-Seam Fastball,3.6%
592346,4-Seam Fastball,47.3%
592346,Cutter,18.7%
592346,Changeup,14.7%
592346,Sinker,11.8%
592346,Curveball,7.5%
519169,4-Seam Fastball,55.9%
519169,Slider,32%
519169,Curveball,7.6%
519169,Changeup,4.5%
489002,4-Seam Fastball,79.4%
489002,Curveball,11.6%
489002,Slider,3.7%
489002,Sinker,3.3%
489002,Changeup,2%
543903,Slider,42.1%
543903,4-Seam Fastball,35.7%
543903,Changeup,15.2%
543903,Sinker,7%
150118,NA,NA
539438,4-Seam Fastball,69.2%
539438,Curveball,15.4%
539438,Changeup,15.4%
425747,NA,NA
571917,Slider,51%
571917,4-Seam Fastball,40.3%
571917,Sinker,7.4%
571917,Changeup,1.3%
623913,4-Seam Fastball,43.7%
623913,Slider,37.6%
623913,Changeup,16%
623913,Curveball,2.5%
623913,Sinker,0.2%
489448,4-Seam Fastball,75%
489448,Slider,17.5%
489448,Curveball,7.5%
543339,4-Seam Fastball,75.1%
543339,Slider,17.1%
543339,Changeup,5.8%
543339,Curveball,1.9%
458220,NA,NA
462136,4-Seam Fastball,52.6%
462136,Changeup,31.5%
462136,Cutter,11.7%
462136,Curveball,4.2%
592712,Slider,51.2%
592712,4-Seam Fastball,37.7%
592712,Sinker,9%
592712,Changeup,2.1%
449173,Sinker,61.1%
449173,Slider,24.4%
449173,Curveball,9.9%
449173,Changeup,3.1%
449173,4-Seam Fastball,1.5%
543258,Slider,58.2%
543258,4-Seam Fastball,40.2%
543258,Split Finger,1%
543258,Sinker,0.5%
548389,4-Seam Fastball,43.6%
548389,Curveball,23.9%
548389,Changeup,17.3%
548389,Slider,14.8%
548389,Sinker,0.4%
622608,4-Seam Fastball,55.9%
622608,Slider,24.6%
622608,Changeup,10.4%
622608,Curveball,9.2%
518858,Sinker,52.1%
518858,Slider,46.3%
518858,4-Seam Fastball,1.4%
518858,Changeup,0.3%
592468,4-Seam Fastball,39.2%
592468,Curveball,19.3%
592468,Changeup,16.7%
592468,Cutter,13%
592468,Sinker,10.4%
592468,Slider,1.3%
446135,NA,NA
606273,4-Seam Fastball,50.8%
606273,Changeup,29.3%
606273,Curveball,13.4%
606273,Sinker,6.5%
646057,NA,NA
543883,4-Seam Fastball,47.7%
543883,Cutter,34.7%
543883,Changeup,8%
543883,Sinker,5.6%
543883,Slider,4%
462945,4-Seam Fastball,65.5%
462945,Changeup,21.6%
462945,Slider,12.9%
502212,4-Seam Fastball,33.9%
502212,Slider,21.3%
502212,Changeup,17.9%
502212,Sinker,13.5%
502212,Curveball,13.4%
501529,NA,NA
642528,4-Seam Fastball,42.6%
642528,Sinker,24.6%
642528,Curveball,17.5%
642528,Changeup,15.2%
542924,4-Seam Fastball,70.1%
542924,Curveball,25.6%
542924,Changeup,3.4%
542924,Cutter,0.9%
474521,4-Seam Fastball,60.8%
474521,Slider,22%
474521,Changeup,10.8%
474521,Cutter,5.7%
474521,Sinker,0.8%
572703,Slider,49.4%
572703,4-Seam Fastball,45.6%
572703,Changeup,5.1%
622098,4-Seam Fastball,46.8%
622098,Cutter,31.2%
622098,Curveball,11.9%
622098,Changeup,10.1%
119154,NA,NA
457566,NA,NA
491708,4-Seam Fastball,40.3%
491708,Sinker,27%
491708,Slider,23.1%
491708,Split Finger,9.4%
491708,Changeup,0.3%
451532,4-Seam Fastball,30.4%
451532,Sinker,29.3%
451532,Cutter,18.4%
451532,Changeup,9.9%
451532,Slider,8.9%
451532,Curveball,3.1%
469134,4-Seam Fastball,44.1%
469134,Slider,20.1%
469134,Curveball,19.9%
469134,Sinker,11.1%
469134,Cutter,3.5%
469134,Changeup,1.4%
451650,NA,NA
456696,Cutter,31.4%
456696,4-Seam Fastball,27.6%
456696,Sinker,24.5%
456696,Curveball,16.1%
456696,Changeup,0.4%
476594,4-Seam Fastball,64%
476594,Slider,22.9%
476594,Changeup,13%
475857,4-Seam Fastball,58%
475857,Slider,27.2%
475857,Sinker,9.3%
475857,Changeup,5.4%
592314,Slider,31.4%
592314,Sinker,22.9%
592314,4-Seam Fastball,21.4%
592314,Changeup,12.9%
592314,Curveball,11.4%
502327,4-Seam Fastball,59.3%
502327,Changeup,19.8%
502327,Slider,16.1%
502327,Curveball,4.6%
502327,Sinker,0.1%
450282,4-Seam Fastball,35%
450282,Sinker,32.5%
450282,Slider,32.5%
592804,4-Seam Fastball,57.8%
592804,Curveball,21.8%
592804,Changeup,20.4%
506693,4-Seam Fastball,40.6%
506693,Changeup,25.3%
506693,Sinker,21.1%
506693,Slider,6.1%
506693,Curveball,4.2%
506693,Eephus,2.7%
571911,Slider,50%
571911,4-Seam Fastball,27.8%
571911,Sinker,22.2%
545346,4-Seam Fastball,32.6%
545346,Sinker,30.2%
545346,Cutter,29.7%
545346,Curveball,4.7%
545346,Changeup,2.9%
407193,NA,NA
457117,4-Seam Fastball,56.5%
457117,Slider,34.7%
457117,Changeup,5.6%
457117,Sinker,3.2%
430597,NA,NA
502593,Sinker,65.3%
502593,Changeup,24.6%
502593,Slider,9.3%
502593,4-Seam Fastball,0.8%
474256,NA,NA
605388,Slider,45.7%
605388,4-Seam Fastball,20.1%
605388,Changeup,16.9%
605388,Sinker,13.7%
605388,Curveball,3.7%
605374,4-Seam Fastball,64.5%
605374,Slider,25.4%
605374,Sinker,10.1%
592398,Sinker,41.9%
592398,Slider,26.8%
592398,4-Seam Fastball,21.7%
592398,Changeup,9.1%
592398,Curveball,0.5%
445216,NA,NA
622065,Curveball,24.6%
622065,Cutter,21.6%
622065,Changeup,21.1%
622065,4-Seam Fastball,19.8%
622065,Sinker,12.9%
457733,NA,NA
517629,4-Seam Fastball,60.3%
517629,Changeup,25.9%
517629,Slider,13.8%
657624,4-Seam Fastball,57.6%
657624,Slider,23.5%
657624,Changeup,13.8%
657624,Curveball,5%
623465,4-Seam Fastball,66.2%
623465,Slider,26.4%
623465,Changeup,7.4%
544931,4-Seam Fastball,44.7%
544931,Curveball,34.1%
544931,Changeup,20%
544931,Sinker,1.2%
465015,NA,NA
543518,4-Seam Fastball,66%
543518,Curveball,22.9%
543518,Slider,6.9%
543518,Changeup,4.2%
543716,4-Seam Fastball,66.7%
543716,Slider,21.7%
543716,Changeup,11.6%
518493,NA,NA
425514,NA,NA
542669,4-Seam Fastball,51.1%
542669,Slider,23.6%
542669,Changeup,15.5%
542669,Sinker,7.7%
542669,Split Finger,2.1%
572038,4-Seam Fastball,50%
572038,Slider,50%
444857,Cutter,34%
444857,Sinker,29.3%
444857,Curveball,26.5%
444857,4-Seam Fastball,6.1%
444857,Changeup,4.1%
643550,Cutter,56.9%
643550,Curveball,32.8%
643550,4-Seam Fastball,8.6%
643550,Changeup,1.7%
645848,NA,NA
664180,4-Seam Fastball,43.8%
664180,Curveball,31.4%
664180,Cutter,19%
664180,Sinker,2.9%
664180,Changeup,2.9%
424324,NA,NA
664208,4-Seam Fastball,46.4%
664208,Cutter,31.7%
664208,Curveball,20.3%
664208,Sinker,1.6%
593144,4-Seam Fastball,71.9%
593144,Slider,27.6%
593144,Sinker,0.5%
544928,4-Seam Fastball,55.2%
544928,Slider,31%
544928,Changeup,13.8%
502179,4-Seam Fastball,54.5%
502179,Curveball,30.9%
502179,Slider,9.1%
502179,Changeup,5.5%
346801,NA,NA
491159,4-Seam Fastball,68.6%
491159,Slider,15.8%
491159,Cutter,15.6%
453281,Changeup,34.9%
453281,Cutter,27.8%
453281,Sinker,19.1%
453281,Curveball,13.4%
453281,4-Seam Fastball,4.9%
641490,4-Seam Fastball,69.5%
641490,Slider,20.7%
641490,Changeup,9.8%
542960,Cutter,31.6%
542960,Changeup,24%
542960,Sinker,19.2%
542960,4-Seam Fastball,17.6%
542960,Slider,7.6%
665093,Sinker,53%
665093,Curveball,20.8%
665093,Split Finger,20.3%
665093,Slider,5.9%
622217,Cutter,45.3%
622217,4-Seam Fastball,41.6%
622217,Changeup,8%
622217,Curveball,5.1%
664701,4-Seam Fastball,61.6%
664701,Slider,22.2%
664701,Changeup,10.1%
664701,Sinker,6.1%
518603,4-Seam Fastball,48.2%
518603,Slider,31.9%
518603,Changeup,10.2%
518603,Sinker,9.6%
571616,Sinker,44.4%
571616,Changeup,33.3%
571616,Slider,22.2%
502011,4-Seam Fastball,58.8%
502011,Slider,29.4%
502011,Changeup,11.8%
493133,NA,NA
543942,Slider,38.9%
543942,Sinker,31.3%
543942,Curveball,15.3%
543942,Split Finger,13.7%
543942,4-Seam Fastball,0.8%
502578,Slider,51.6%
502578,Sinker,45.2%
502578,Changeup,3.2%
521055,NA,NA
607188,4-Seam Fastball,61%
607188,Split Finger,27.2%
607188,Slider,11.8%
605513,4-Seam Fastball,45.1%
605513,Slider,20.9%
605513,Sinker,20.9%
605513,Changeup,9.1%
605513,Curveball,4%
445153,NA,NA
453304,NA,NA
457453,NA,NA
467008,Sinker,26.9%
467008,Slider,23.9%
467008,4-Seam Fastball,20.9%
467008,Cutter,19.4%
467008,Split Finger,9%
430587,NA,NA
435178,NA,NA
120221,NA,NA
623439,4-Seam Fastball,55.6%
623439,Cutter,17.5%
623439,Curveball,17.5%
623439,Slider,9.5%
642558,Slider,31%
642558,Sinker,27.4%
642558,4-Seam Fastball,22.6%
642558,Changeup,15.5%
642558,Curveball,3.6%
460370,NA,NA
670456,4-Seam Fastball,54.7%
670456,Slider,45.3%
453232,NA,NA
502055,NA,NA
571035,4-Seam Fastball,29.3%
571035,Slider,28.4%
571035,Changeup,19.8%
571035,Curveball,14.9%
571035,Sinker,7.5%
607259,4-Seam Fastball,38.1%
607259,Curveball,18.8%
607259,Sinker,18.2%
607259,Cutter,13.3%
607259,Changeup,11.7%
475416,Sinker,37.7%
475416,Slider,29.4%
475416,4-Seam Fastball,28.5%
475416,Changeup,4.4%
407845,Sinker,47.4%
407845,Changeup,28.8%
407845,4-Seam Fastball,20.6%
407845,Slider,3.3%
457422,NA,NA
605232,4-Seam Fastball,36.6%
605232,Sinker,29%
605232,Slider,23%
605232,Changeup,11.5%
623430,4-Seam Fastball,53.2%
623430,Slider,40.9%
623430,Changeup,6%
450580,NA,NA
491220,NA,NA
503566,4-Seam Fastball,50%
503566,Slider,40%
503566,Changeup,10%
468528,NA,NA
400076,NA,NA
641341,Sinker,38.6%
641341,Slider,37.1%
641341,Changeup,14.4%
641341,4-Seam Fastball,9.8%
547888,Slider,37.7%
547888,Split Finger,24.8%
547888,4-Seam Fastball,24.1%
547888,Sinker,7.5%
547888,Curveball,5.9%
518418,Sinker,69.2%
518418,Curveball,28.8%
518418,Split Finger,1.9%
444553,NA,NA
150404,NA,NA
425861,NA,NA
608718,4-Seam Fastball,71.5%
608718,Changeup,13.6%
608718,Sinker,7.8%
608718,Curveball,7.2%
112526,Sinker,62.3%
112526,4-Seam Fastball,16.4%
112526,Changeup,11.1%
112526,Slider,7.4%
112526,Cutter,2.8%
429719,Cutter,27.4%
429719,Slider,25.2%
429719,4-Seam Fastball,23.3%
429719,Sinker,13.9%
429719,Changeup,7.5%
429719,Curveball,2.7%
573127,Slider,59.9%
573127,Sinker,21%
573127,4-Seam Fastball,19.1%
429400,Sinker,61.9%
429400,Curveball,24.6%
429400,4-Seam Fastball,8.7%
429400,Changeup,4.8%
608650,4-Seam Fastball,64%
608650,Curveball,20.9%
608650,Changeup,15.1%
455092,NA,NA
407816,NA,NA
118158,NA,NA
584171,Changeup,30.4%
584171,Sinker,27.5%
584171,4-Seam Fastball,23%
584171,Slider,16.8%
584171,Curveball,2.3%
657786,4-Seam Fastball,54.2%
657786,Slider,38.5%
657786,Changeup,7.3%
575070,4-Seam Fastball,45.5%
575070,Changeup,30.7%
575070,Slider,13.6%
575070,Sinker,10.2%
430613,Sinker,77.2%
430613,Slider,12.8%
430613,Changeup,9.4%
430613,4-Seam Fastball,0.7%
400058,NA,NA
431162,Sinker,52.4%
431162,Changeup,15.5%
431162,Slider,15.3%
431162,4-Seam Fastball,10.3%
431162,Curveball,6.6%
543935,Slider,53.5%
543935,Sinker,28.2%
543935,4-Seam Fastball,17.3%
543935,Cutter,0.5%
543935,Changeup,0.5%
446003,NA,NA
553970,4-Seam Fastball,34.7%
553970,Cutter,26.1%
553970,Sinker,17.1%
553970,Changeup,15.2%
553970,Slider,6.9%
407911,NA,NA
502195,NA,NA
451628,NA,NA
598286,Changeup,32.8%
598286,Sinker,26.3%
598286,Cutter,22.6%
598286,4-Seam Fastball,15.1%
598286,Curveball,3.2%
605280,Curveball,59.1%
605280,Sinker,31.8%
605280,Slider,9.1%
622797,Sinker,46.5%
622797,Slider,20.6%
622797,Changeup,19.7%
622797,Curveball,13.2%
435080,NA,NA
456585,NA,NA
445202,NA,NA
606959,4-Seam Fastball,40.1%
606959,Sinker,32.3%
606959,Changeup,14.6%
606959,Slider,8.3%
606959,Curveball,3.6%
606959,Cutter,1%
592833,4-Seam Fastball,50%
592833,Slider,50%
656798,4-Seam Fastball,62.5%
656798,Curveball,19.7%
656798,Changeup,14.2%
656798,Slider,3.7%
592473,Sinker,79.8%
592473,Slider,9.1%
592473,Changeup,7.1%
592473,4-Seam Fastball,4%
606167,4-Seam Fastball,44%
606167,Slider,30%
606167,Changeup,16.1%
606167,Sinker,9.9%
276914,NA,NA
456701,4-Seam Fastball,43.6%
456701,Slider,22.6%
456701,Split Finger,22.6%
456701,Curveball,10.5%
456701,Sinker,0.8%
605242,Sinker,34.7%
605242,4-Seam Fastball,27.7%
605242,Slider,23.1%
605242,Changeup,9.7%
605242,Curveball,4.9%
150188,NA,NA
459987,4-Seam Fastball,37.1%
459987,Changeup,26.2%
459987,Slider,21.5%
459987,Curveball,15.3%
542947,Sinker,50.9%
542947,Slider,24.3%
542947,Cutter,18.8%
542947,Changeup,5.5%
542947,4-Seam Fastball,0.5%
592858,4-Seam Fastball,53%
592858,Curveball,34.2%
592858,Cutter,12.8%
458584,Cutter,77.8%
458584,Curveball,22.2%
543266,NA,NA
400061,NA,NA
621295,4-Seam Fastball,60.5%
621295,Changeup,24.1%
621295,Slider,15.1%
621295,Sinker,0.3%
448693,NA,NA
447755,4-Seam Fastball,76.9%
447755,Changeup,16.8%
447755,Slider,6.4%
430904,NA,NA
150414,NA,NA
502706,Sinker,43.5%
502706,Curveball,37.3%
502706,Changeup,16%
502706,4-Seam Fastball,3.2%
605143,4-Seam Fastball,59.7%
605143,Slider,40.3%
596071,4-Seam Fastball,50%
596071,Changeup,27.8%
596071,Slider,11.1%
596071,Curveball,11.1%
641482,4-Seam Fastball,40%
641482,Slider,36.4%
641482,Curveball,17.6%
641482,Changeup,5.5%
641482,Sinker,0.6%
519301,Sinker,64%
519301,Curveball,19.8%
519301,Changeup,16.2%
571578,Slider,40.3%
571578,Sinker,29.8%
571578,4-Seam Fastball,22.3%
571578,Changeup,5.6%
571578,Curveball,2.1%
457429,Slider,44.6%
457429,4-Seam Fastball,35.7%
457429,Sinker,19.6%
430630,4-Seam Fastball,61.6%
430630,Slider,19.4%
430630,Changeup,18.8%
430630,Sinker,0.2%
543045,4-Seam Fastball,61.7%
543045,Changeup,16.9%
543045,Slider,13.9%
543045,Curveball,7.4%
542882,Changeup,36.8%
542882,4-Seam Fastball,36.8%
542882,Curveball,11.8%
542882,Cutter,8.2%
542882,Sinker,6.4%
573124,Sinker,52.6%
573124,Slider,44.4%
573124,Curveball,1.8%
573124,4-Seam Fastball,1.2%
621408,4-Seam Fastball,58.3%
621408,Slider,41.7%
622253,Sinker,35.1%
622253,Slider,26%
622253,4-Seam Fastball,22.8%
622253,Changeup,16.1%
467094,4-Seam Fastball,33.3%
467094,Sinker,24.1%
467094,Changeup,18%
467094,Curveball,12.9%
467094,Cutter,11.8%
571521,4-Seam Fastball,50%
571521,Slider,47.4%
571521,Sinker,2.6%
469167,NA,NA
471822,Slider,52.8%
471822,4-Seam Fastball,37.5%
471822,Sinker,9.7%
543023,NA,NA
543278,Changeup,44.8%
543278,Curveball,20%
543278,4-Seam Fastball,19.2%
543278,Cutter,14.1%
543278,Sinker,1.9%
463037,NA,NA
672773,4-Seam Fastball,55.3%
672773,Slider,25.5%
672773,Changeup,19.2%
605218,4-Seam Fastball,66.1%
605218,Curveball,33.9%
519267,4-Seam Fastball,51.2%
519267,Curveball,24.8%
519267,Cutter,21.7%
519267,Sinker,2.3%
430580,Sinker,31.5%
430580,Split Finger,21.2%
430580,Cutter,19.7%
430580,4-Seam Fastball,15.9%
430580,Curveball,11.3%
430580,Eephus,0.5%
608349,4-Seam Fastball,62.4%
608349,Curveball,33.8%
608349,Changeup,3.4%
608349,Sinker,0.4%
434637,NA,NA
425539,NA,NA
605260,Curveball,44.5%
605260,Sinker,43.1%
605260,Changeup,10%
605260,4-Seam Fastball,2.2%
605260,Cutter,0.2%
117955,NA,NA
592233,Sinker,60.4%
592233,Curveball,37.1%
592233,4-Seam Fastball,1.5%
592233,Changeup,1%
458690,Sinker,61.5%
458690,Curveball,25.9%
458690,Changeup,7.6%
458690,4-Seam Fastball,4.5%
458690,Slider,0.6%
642229,Sinker,27.8%
642229,Changeup,20.9%
642229,4-Seam Fastball,20.9%
642229,Curveball,17.6%
642229,Slider,12.7%
665001,Sinker,54.5%
665001,Slider,28.6%
665001,Curveball,15.6%
665001,Changeup,1.3%
502748,Sinker,49.2%
502748,Slider,33.9%
502748,Changeup,11.9%
502748,Curveball,3.4%
502748,4-Seam Fastball,1.7%
630023,Sinker,52.1%
630023,Split Finger,23.7%
630023,Slider,15.8%
630023,4-Seam Fastball,8.4%
430083,NA,NA
462480,4-Seam Fastball,48.2%
462480,Slider,19.6%
462480,Changeup,17.9%
462480,Curveball,14.3%
594977,4-Seam Fastball,63.8%
594977,Curveball,23.8%
594977,Changeup,11.9%
594977,Cutter,0.4%
456068,4-Seam Fastball,38.1%
456068,Split Finger,21%
456068,Slider,17.1%
456068,Curveball,12.1%
456068,Sinker,11.7%
460701,Slider,32.8%
460701,4-Seam Fastball,27.6%
460701,Sinker,13.8%
460701,Curveball,9.5%
460701,Changeup,9.5%
460701,Cutter,6.9%
642607,Sinker,55.2%
642607,Slider,18.9%
642607,Changeup,13.4%
642607,4-Seam Fastball,12.5%
462985,Changeup,40.7%
462985,Curveball,22%
462985,Sinker,16.9%
462985,Slider,10.2%
462985,4-Seam Fastball,10.2%
501789,Cutter,76.5%
501789,Curveball,22.3%
501789,4-Seam Fastball,1.2%
461791,NA,NA
607706,Sinker,58.5%
607706,4-Seam Fastball,23.2%
607706,Slider,17.1%
607706,Changeup,1.2%
608641,4-Seam Fastball,48%
608641,Changeup,22.4%
608641,Curveball,20.1%
608641,Slider,8.9%
608641,Sinker,0.6%
502229,NA,NA
596295,4-Seam Fastball,52.5%
596295,Curveball,24.3%
596295,Slider,15.8%
596295,Changeup,7.4%
518566,4-Seam Fastball,37.2%
518566,Changeup,31.8%
518566,Slider,21.7%
518566,Curveball,4.8%
518566,Cutter,4.4%
346800,NA,NA
434671,Split Finger,29.1%
434671,4-Seam Fastball,28.5%
434671,Cutter,21%
434671,Sinker,8.7%
434671,Changeup,6.5%
434671,Curveball,6.2%
519293,Slider,47.3%
519293,4-Seam Fastball,44.3%
519293,Curveball,8.4%
621289,4-Seam Fastball,51%
621289,Changeup,18.8%
621289,Curveball,16.7%
621289,Slider,13.5%
518633,4-Seam Fastball,39.4%
518633,Slider,17.2%
518633,Changeup,15.2%
518633,Sinker,14.1%
518633,Curveball,14.1%
456027,4-Seam Fastball,57.3%
456027,Slider,20.7%
456027,Changeup,16.5%
456027,Sinker,5.3%
456027,Curveball,0.3%
605483,4-Seam Fastball,50.6%
605483,Changeup,19.8%
605483,Slider,15%
605483,Curveball,14.6%
150274,4-Seam Fastball,47.2%
150274,Slider,24%
150274,Curveball,15.2%
150274,Sinker,11.2%
150274,Changeup,2.4%
592527,Slider,39.3%
592527,Sinker,36.4%
592527,4-Seam Fastball,18.2%
592527,Curveball,4.8%
592527,Changeup,1.3%
516935,4-Seam Fastball,40.6%
516935,Slider,31.5%
516935,Sinker,27.9%
658792,4-Seam Fastball,50.5%
658792,Slider,17.4%
658792,Curveball,17.1%
658792,Changeup,15%
605447,Slider,59.9%
605447,4-Seam Fastball,40.1%
469159,NA,NA
448802,4-Seam Fastball,34.8%
448802,Sinker,32%
448802,Slider,16%
448802,Changeup,12.2%
448802,Curveball,4.9%
621363,4-Seam Fastball,88.5%
621363,Curveball,10%
621363,Split Finger,1.5%
519105,NA,NA
543169,Slider,41.7%
543169,Sinker,36.5%
543169,4-Seam Fastball,20.5%
543169,Changeup,1.4%
452240,NA,NA
542953,Curveball,53.6%
542953,Sinker,39.6%
542953,Changeup,6.8%
448694,NA,NA
543343,4-Seam Fastball,38.4%
543343,Slider,27.4%
543343,Sinker,20.5%
543343,Changeup,13.7%
502026,Split Finger,32.1%
502026,Sinker,31.5%
502026,Curveball,25%
502026,4-Seam Fastball,11.5%
518468,4-Seam Fastball,72.1%
518468,Slider,17.4%
518468,Changeup,7%
518468,Curveball,3.5%
669270,4-Seam Fastball,38.6%
669270,Slider,35.1%
669270,Sinker,19.3%
669270,Changeup,7%
425827,NA,NA
573186,Sinker,36.3%
573186,Slider,30.9%
573186,Cutter,24.1%
573186,Changeup,5.3%
573186,4-Seam Fastball,2.4%
573186,Curveball,1%
517593,Changeup,45.5%
517593,4-Seam Fastball,31.8%
517593,Slider,21.2%
517593,Curveball,1.5%
607644,4-Seam Fastball,52.3%
607644,Changeup,24.7%
607644,Curveball,12.6%
607644,Slider,10.3%
133225,NA,NA
615868,4-Seam Fastball,71.1%
615868,Curveball,24.4%
615868,Changeup,4.4%
544727,Sinker,45.5%
544727,Slider,28.8%
544727,4-Seam Fastball,14.3%
544727,Split Finger,11.2%
544727,Curveball,0.2%
425840,Slider,51.9%
425840,4-Seam Fastball,40.2%
425840,Sinker,7.3%
425840,Changeup,0.6%
571676,Changeup,36.8%
571676,Sinker,32.4%
571676,Slider,26.5%
571676,Curveball,4.4%
607237,Slider,55.5%
607237,4-Seam Fastball,40.8%
607237,Sinker,3.7%
459415,NA,NA
518813,Slider,51.3%
518813,4-Seam Fastball,37.1%
518813,Curveball,11.1%
518813,Changeup,0.5%
606625,4-Seam Fastball,58.4%
606625,Slider,34.6%
606625,Changeup,6.9%
527055,Slider,47.1%
527055,Sinker,45.6%
527055,4-Seam Fastball,7.4%
600526,4-Seam Fastball,44.3%
600526,Sinker,32%
600526,Slider,18.4%
600526,Changeup,5.2%
519381,Slider,29.1%
519381,Cutter,23.6%
519381,Curveball,20%
519381,4-Seam Fastball,16.4%
519381,Sinker,7.3%
519381,Changeup,3.6%
451585,NA,NA
656605,4-Seam Fastball,55.6%
656605,Slider,21.8%
656605,Curveball,19.5%
